,filename,transcription,text,wer,cer
3929,92ca03222a44.wav,ты недостаточно хорош ту значит ты недостаточно усилия,ты недостаточно хорош тут значит ты недостаточно усидчив,0.25,0.0714285714285714
3930,92cb60bf1cb0.wav,отмечают праздники выежают на природу и едят то что им привычно ко,отмечают праздники выезжают на природу и едят то что им привычно,0.1818181818181818,0.0625
3931,92d426021e4f.wav,а я как обычно что-то откладывалю и медлено,когда я как обычно что то откладываю и медлю,0.5555555555555556,0.2045454545454545
3932,92d66697ca41.wav,стал значить был избран в конвент и голосовал за смерть поравля,потом был избран в конвент и голосовал за смерть короля,0.3,0.2727272727272727
3933,92e6b808dac8.wav,давайте знайте что еще одну ситуацию,давайте знаете что ещё одну ситуацию,0.3333333333333333,0.0555555555555555
3934,92ed5cc8428f.wav,возвращаясь к нашу пулинарной метафорепитайтесь исключительно бургерами,возвращаясь к нашей кулинарной метафоре вы питаетесь исключительно бургерами,0.5555555555555556,0.1052631578947368
3935,92ef63ceb45e.wav,могут принять взвеные решемия,могут принять взвешенные решения,0.5,0.125
3936,92f4a60df848.wav,важнейшее  трибут разума владение языком,аг важнейший атрибут разума владение языком,0.5,0.1395348837209302
3937,92f51c1f2d84.wav,потому что всякий увашающийся чек уплеется членом какой-нибудь академик,потому что всякий уважающий себя человек является членом какой нибудь академии,0.6363636363636364,0.1666666666666666
3938,92f9ec6707f0.wav,командов которые есть две основные вещи это доверие и поддержка,команда в которой есть две основные вещи доверие и поддержка,0.4,0.1333333333333333
3939,930fae0a91e2.wav,из всего из этого мы сделали одну историю,из всего из этого мы сделали одну историю,0.0,0.0
3940,9311777a5191.wav,жестки рокментальная картина а войне в техники анимации,это жёсткая документальная картина о войне в технике анимации,0.5555555555555556,0.180327868852459
3941,93219025b7ec.wav,я вполне стандартные для себя задавал егво ра,я вполне стандартные для себя задавала ей вопросы,0.375,0.1428571428571428
3942,932795fdeb2c.wav,а почему она не знала что на русскоя душо,а почему она не знала что она русская душою,0.3333333333333333,0.0697674418604651
3943,932c56267cc6.wav,нам показалось очень важным понять к чему это могло привести,нам показалось очень важным понять к чему это могло привести,0.0,0.0
3944,9338515e9b9d.wav,ашстране развиваются крупные города маленький деревния,в нашей стране развиваются крупные города а маленькие деревни,0.6666666666666666,0.1639344262295081
3945,9356d5df7e2d.wav,и даже не в офисе а дома или где придется,и даже не в офисе а дома или где придётся,0.1,0.024390243902439
3946,936e440c185d.wav,развивается аливая часть как бы забыта,быстрее развивается а левая часть как бы забыта,0.375,0.2127659574468085
3947,936fbfbe86b4.wav,европе оне придумали как можно то взаимоязай для более эффективного существования,они придумали как можно это взаимоувязать для более эффективного существования,0.4,0.1666666666666666
3948,937413803f45.wav,любая семья в начале своего жизненного тапа эта статап,любая семья в начале своего жизненного этапа это стартап,0.3333333333333333,0.0535714285714285
3949,938f575ba8d0.wav,в ту день я почувствовало как важна благодарность в нашем счасте,в тот день я почувствовал как важна благодарность в нашем счастье,0.2727272727272727,0.0615384615384615
3950,938fb186c602.wav,создаем новую историю вместе с местными жителями в наших путешествиях,что мы создаём новую историю вместе с местными жителями в наших путешествиях,0.25,0.1052631578947368
3951,9392df62fc1c.wav,пло одной врачебный ошибки назаимуто так,по одной врачебной ошибке назовём это так,0.7142857142857143,0.1951219512195122
3952,93a869c5bff7.wav,сегодня мы представляем результаты наший пути нашей путеществие в солночную систему,сегодня мы представляем результаты нашего путешествия в солнечную систему,0.5555555555555556,0.2191780821917808
3953,93c23f131b39.wav,а со мной это случай произоше потому что мне открылся,что со мной этот случай произошёл потому что мне открылся,0.3,0.1052631578947368
3954,93c41b5d39a7.wav,сработала значить скусный,сработало значит вкусный,1.0,0.125
3955,93c5953e3a48.wav,ам средства на развитие водопровода если вы сделайте его вместе,мы выделим вам средства на развитие водопровода если вы сделаете его вместе,0.3333333333333333,0.1733333333333333
3956,93cb7f7ad0d7.wav,куда же делать хорошее кинопочемы,куда же делось хорошее кино,0.4,0.2962962962962963
3957,93d931077d84.wav,примерить на себя это тип отношения к жизни,примерить на себя этот тип отношения к жизни,0.125,0.0227272727272727
3958,93e5c0b4c342.wav,рунгелнича у прост относился как ураган по поле,он не делал ничего он просто носился как ураган по полю,0.7272727272727273,0.3090909090909091
3959,93ec31d64c17.wav,именно общественное мнение общественнод настройн речкь,то есть именно общественное мнение общественный настрой решает,0.625,0.2419354838709677
3960,93f6d68b0063.wav,батюшка покойник грамоть не умел а умел достаточекножить и сохраниль,батюшка покойник грамоте не умел а умел достаточек нажить и сохранить,0.3636363636363636,0.0579710144927536
3961,93f72765d4d7.wav,если бы когда-то пробовали думать и принимать решение,если вы когда нибудь пробовали думать и принимать решение,0.3333333333333333,0.1403508771929824
3962,93fcf5ade1b3.wav,но это снято и сыганно по телеграмному сценарию,но это снято и сыграно по филигранному сценарию,0.25,0.1276595744680851
3963,9400ead6a124.wav,так обычно мы понимаем свое счастье,так обычно мы понимаем своё счастье,0.1666666666666666,0.0285714285714285
3964,94125d9b4ea2.wav,не знаете что происходит в настыки этих видов кинол вы не знайт,и не знаете что происходит на стыке этих видов кино вы не знаете,0.3846153846153846,0.140625
3965,9422a39aa502.wav,и видела и понимала как же им всего этого не хватает,и видела и понимала как же им всего этого не хватает,0.0,0.0
3966,94276ff8f111.wav,сбегают и пкатается на пароходе,сбегают и катаются на пароходе,0.2,0.0666666666666666
3967,942a40b1c5e5.wav,мы также пытались создать вот в этом идеальном поселении некаг,мы также пытались создать в этом идеальном поселении некий,0.2222222222222222,0.1034482758620689
3968,943204a3cda6.wav,я поменял всю свой жизнь,я поменяла всю свою жизнь,0.4,0.08
3969,943e745454ea.wav,неправда никого она не любило у нее давно был воздюбленый,неправда никого она не любила у неё давно был возлюбленный,0.3,0.0689655172413793
3970,94410c094ef0.wav,ученае наблюдая за процессами в вашем мозге,то нейроучёные наблюдая за процессами в вашем мозге,0.25,0.196078431372549
3971,944ad7086616.wav,ведь такое-то сердитый потому что он уже историе кенал,видите какой он сердитый потому что он уже история кино,0.5,0.2363636363636363
3972,944f69f42814.wav,я посмотрел м филн,я посмотрел фильм,0.6666666666666666,0.2352941176470588
3973,9450baa7c17c.wav,каждый день вашей жизни вы выбираете головой,каждый день вашей жизни вы выбираете головой,0.0,0.0
3974,9451b2d2f10e.wav,хотя ряд лы слышли я и сам придумал но тогда мне было не до шуток,хотя вряд ли слышали я его сам придумал но тогда мне было не до шуток,0.2666666666666666,0.0869565217391304
3975,9457d83eda4d.wav,на крепость это настоящий кстрим,подняться на крепость это настоящий экстрим,0.3333333333333333,0.2558139534883721
3976,9464d75f0ad4.wav,начат с ево написано чтом,значит слева написано,1.3333333333333333,0.4285714285714285
3977,946bf0a48ef0.wav,станет наиболее перспективным способом диагностики,станет наиболее перспективным способом диагностики,0.0,0.0
3978,94a21cfe0c09.wav,но не разу за свою жизнь я не встретил инструкции к своему мозгу,но ни разу за свою жизнь я не встретил инструкции к своему мозгу,0.0769230769230769,0.015625
3979,94a553cf68cd.wav,остановке и ждала в товос,я стоял на остановке и ждал автобус,0.8571428571428571,0.4571428571428571
3980,94b3c9edaf27.wav,про тол как она воспринимаетс,а про то как она воспринимается,0.5,0.1290322580645161
3981,94b8822fe225.wav,знать где находится ваше хорошея экену,вы будете знать где находится ваше хорошее кино,0.5,0.2978723404255319
3982,94bab576eaae.wav,потом пролито все забыть и оно выплолит неожиданным способом,потом про это всё забыть и оно выплывет неожиданным способом,0.4,0.1
3983,94c1dae11b86.wav,начала в причезка потом в костюм петом в комнату пновь друзей,сначала в причёску потом в костюм потом в комнату потом в друзей,0.4166666666666667,0.15625
3984,94c89ac97948.wav,чтобы наши решения  не обладали какой-то такой абстрактной фантазиной,чтобы наши решения не обладали какой то такой абстрактной фантазийной системой,0.3636363636363636,0.1538461538461538
3985,94d4f82fb2db.wav,азванию того стиля которае здесь хорошо из,по названию того стиля который здесь хорошо виден,0.5,0.2040816326530612
3986,94e8619933e0.wav,вторая наша возможность,вторая наша возможность,0.0,0.0
3987,94ffec4b2ff2.wav,опять же неважно какая попытка звы воетерегиональосчи,опять же не важно какая попытка завоевать региональный суверенитет,0.5555555555555556,0.3181818181818182
3988,9500a1ef1441.wav,вам там дале меню а вменю все го две страницы бургер и пица,вам там дали меню а в меню всего две страницы бургеры и пицца,0.4615384615384615,0.081967213114754
3989,95014b486fc3.wav,очень много мясо и продуктов быстрого приготовления,здесь очень много мяса и продуктов быстрого приготовления,0.25,0.1228070175438596
3990,9514fde0e952.wav,а то что на меня другие возложили я,а то что на меня другие возложили,0.1428571428571428,0.0606060606060606
3991,95157cc76d62.wav,не то же совета ет многость а много всего интересного,где тоже советуют много всего интересного,1.1666666666666667,0.4146341463414634
3992,9527f9ef3aee.wav,это игрушка а уже потом это мять,это игрушка а уже потом это мяч,0.1428571428571428,0.064516129032258
3993,952bac0bfcf0.wav,сейчас ученые утверждает что именно такая диета,сейчас учёные утверждают что именно такая диета,0.2857142857142857,0.0425531914893617
3994,952ee8c7da80.wav,она самом деле все в наших руках,а на самом деле всё в наших руках,0.375,0.0909090909090909
3995,95307804c21d.wav,мы всегда знаем что наши дети самые лучшие на свете,мы всегда знаем что наши дети самые лучшие на свете,0.0,0.0
3996,95345215a4c4.wav,поймем совсем другую школу,мы поймём совсем другую школу,0.4,0.1379310344827586
3997,953b019f925e.wav,воспользуйся всем обоянием женщины,воспользуйся всем обаянием женщины,0.25,0.0294117647058823
3998,953b1aa511d8.wav,и там и там частью таких систем является школа,и там и там частью таких систем является школа,0.0,0.0
3999,954669a4ce00.wav,лет начает развиваться,клетка начинает развиваться,0.6666666666666666,0.1851851851851851
4000,9547ecb5f294.wav,одно из них это как обычно,одно из них это как обычно,0.0,0.0
4001,9550d3ed6f74.wav,дело в том чтоб вот если вям скажу вот я,дело в том что если я вам скажу,0.75,0.4516129032258064
4002,9553fa598efc.wav,и было совершенно непонятно но что это за фантастическое мучения,и было совершенно непонятно ну что это за фантастическое мучение,0.2,0.03125
4003,9556111d308e.wav,ну например не знали про бактерий и проправила гьены,ну например не знали про бактерии и правила гигиены,0.3333333333333333,0.1372549019607843
4004,955fa9cd582f.wav,в нашей семье мы планируем по методике верноеихатата,в нашей семье мы планируем по методике верна харниша,0.2222222222222222,0.1346153846153846
4005,9560eace3d40.wav,имени мое наиболеевыдающегося как нам кажется представите,именем её наиболее выдающегося как нам кажется представителя,0.625,0.1166666666666666
4006,9568f434d119.wav,наука доказала что когда чет принимает решение,наука доказала что когда человек принимает решения,0.2857142857142857,0.12
4007,956a7ced9bf0.wav,является неотъемлемой частью нашего тела но не создается им,хоть и является неотъемлемой частью нашего тела но не создаётся им,0.2727272727272727,0.1212121212121212
4008,95757742a092.wav,ив вопросах свободы которую ведутченыя,в вопросах свободы которую ведут учёные,0.5,0.1282051282051282
4009,9576ae7b227d.wav,я бес понятия,я без понятия,0.3333333333333333,0.0769230769230769
4010,957a7c3cf7c4.wav,и в этом смысле это означает что мы вменили себе какие-то весщи,и в этом смысле это означает что мы вменили себе какие то вещи,0.2307692307692307,0.032258064516129
4011,957b604a74f3.wav,решили надо делать,решили надо делать,0.0,0.0
4012,957fc8cbdc3b.wav,суфи объясняют это таким образом для того что,и суфии объясняют это таким образом,0.8333333333333334,0.4571428571428571
4013,95846b7c7e35.wav,представителями интересов персонифицированными лицами института,представителями интересов персонифицированными лицами институтов,0.2,0.03125
4014,95869b55a537.wav,сама обненная акция называется в полуменеющей готикой,сама огненная акция называется пламенеющая готика,0.6666666666666666,0.1836734693877551
4015,95882c4f124c.wav,впервую очередь что мы не доберем белковый пища,ну в первую очередь что мы недоберём белковой пищи,0.7777777777777778,0.16
4016,958e682b67db.wav,значит мы можем сделать больше,значит мы можем сделать больше,0.0,0.0
4017,95904b73623d.wav,современному человеку довольно непросто,современному человеку довольно непросто,0.0,0.0
4018,95a521e2ee08.wav,все ти ребята молодцы и они впредципизнают что делать,все эти ребята молодцы и они в принципе знают что делать,0.3636363636363636,0.1071428571428571
4019,95a61cc09913.wav,тоненькая в розовой блузке просвечивалась бельё,тоненькая в розовой блузке просвечивало бельё,0.1666666666666666,0.0666666666666666
4020,95ad4f0d88f6.wav,стального обоизменения климата что все уже немножко устали,всего остального об изменении климата что все уже немножко устали,0.4,0.1384615384615384
4021,95ae6dabb9fe.wav,смогли попробовать каждые и спорта и изучить методике в тринировокр,смогли попробовать каждый вид спорта и изучить методики тренировок,0.5555555555555556,0.1212121212121212
4022,95b07b87bcd3.wav,однако они скорее для них исключительные и вызываются в основном тсеи,однако они для них скорее исключительны и вызываются в основном,0.4,0.3174603174603174
4023,95c7a29ea7e0.wav,да отвечайте вы конечно,да отвечаете вы конечно,0.25,0.0434782608695652
4024,95e55c6d80c5.wav,взнате он был жасным брычуном,вы знаете он был ужасным драчуном,0.6666666666666666,0.1818181818181818
4025,95e5d4b60077.wav,мы же то же таким образом можем что-то хранить,мы же тоже таким образом можем что то хоронить,0.5555555555555556,0.0869565217391304
4026,95ed78ada52d.wav,в это не только советская мечтает на преляпонский идеал то же в том числе,это не только советская мечта это например японский идеал тоже в том числе,0.5384615384615384,0.1486486486486486
4027,95ee24dc3e58.wav,я взрываю взаимоотношения с собственным сыном,я взрываю взаимоотношения с собственным сыном,0.0,0.0
4028,95f4f72ae2ff.wav,данные ученых из берлина оказались просто ошеломляющеме,данные учёных из берлина оказались просто ошеломляющими,0.2857142857142857,0.0545454545454545
4029,95f72fe82d27.wav,они начинают задавать вопросы себе и друг другу,они начинают задавать вопросы себе и друг другу,0.0,0.0
4030,96207d681ef6.wav,задильности в лияне интервенци к мышу уже было проведеном,каждая интервенция по отдельности к мыши уже была проведена,0.7777777777777778,0.4915254237288136
4031,96326d903e9a.wav,как можно оторвать,как можно оторвать,0.0,0.0
4032,9633ead12770.wav,ык предназнатен для непосъедственного взаимодействия,такой язык предназначен для непосредственного взаимодействия,0.6666666666666666,0.1666666666666666
4033,9643a27835c0.wav,были разны процедуры ментальный тренинк медитации опражнения,были разные процедуры ментальный тренинг медитации упражнения,0.4285714285714285,0.0491803278688524
4034,9645f6cd3c1c.wav,ряд который просто бегают веселяться развлекаются,которые просто бегают веселятся развлекаются,0.6,0.1363636363636363
4035,96462f536799.wav,из экспериментов был поставлен более четвертие век этому назад,первый из экспериментов был поставлен более четверти века тому назад,0.4,0.1470588235294117
4036,964e81934842.wav,робер смутле риф он чемпилом среди учёных по прадлению жизни живот он,роберт шмуклер рис чемпион среди учёных по продлению жизни животным,0.8,0.208955223880597
4037,9657569a47b7.wav,плени обоздачно как технологическое среднивекой,обозначена как технологическое средневековье,0.75,0.2954545454545454
4038,9658c9ab7e4e.wav,асили програмистов написать специальную программу,просили программистов написать специальную программу,0.4,0.0769230769230769
4039,96677ad35351.wav,в первую голупусмотрите о кто вам это рассказы,в первую голову посмотрите а кто вам это рассказывает,0.4444444444444444,0.1698113207547169
4040,966840199f01.wav,возникает жесткое движения изоляции и жесткиер,возникает,5.0,4.111111111111111
4041,966c9224ebdb.wav,бутоне же судьбураньше все был понянт семья батряр сепмьи,дальнейшую судьбу,4.5,2.8823529411764706
4042,967430fa0134.wav,такой колько ты евот умный такой взросл,я колька ты вот умный такой взрослый,0.5714285714285714,0.25
4043,967796bb17eb.wav,есть вещи которо му привыкли как бесплатном напримернешь,есть вещи к которым мы привыкли как к бесплатным например,0.6,0.2105263157894736
4044,967963b7caf6.wav,я почему-то решила что ей все это должно быть интересно,я почему то решила что ей всё это должно быть интересно,0.2727272727272727,0.0363636363636363
4045,967a2b64a523.wav,нчто оно не очень удачное да,известно что оно не очень удачное да,0.2857142857142857,0.2222222222222222
4046,968586b04e65.wav,в сокральном пространстве недалеко от хоров недалеко о толтаря,в сакральном пространстве недалеко от хоров недалеко от алтаря,0.3333333333333333,0.064516129032258
4047,968bd94182bb.wav,друзья хотите ли вы,друзья хотите ли вы,0.0,0.0
4048,969c49ea66d3.wav,что мы хотим сделать из этого дальше,что мы хотим сделать из этого дальше,0.0,0.0
4049,969e41247767.wav,есть верная новость в этом  покавы живо вряд ликто,есть скверная новость в этом пока вы живы вряд ли кто,0.5454545454545454,0.1132075471698113
4050,96a25ed904e2.wav,это такой специально иволюционировавший оргы,это такой специально эволюционировавший орган,0.4,0.0666666666666666
4051,96aacbcb02e4.wav,и что удивительно в этом стайте,и что удивительного в этом сайте,0.3333333333333333,0.09375
4052,96bf48e0c5a2.wav,один тебе другой бабушке,один себе другой бабушке,0.25,0.0416666666666666
4053,96c5287c8aa0.wav,вотпособственном архитектурным опытом могу скоячество сегодня мы работа,по собственному архитектурному опыту могу сказать что сегодня мы работаем,0.7,0.2602739726027397
4054,96d71e6271a4.wav,или алексей а главные инициаторы позитивных изменений наееомберьбу,лилия и алексей главные инициаторы позитивных изменений на левом берегу,0.6,0.1690140845070422
4055,96d82cc4aa4f.wav,того чтобы продемонстрировать что я имею в виду,для того чтобы продемонстрировать что я имею в виду,0.1111111111111111,0.0784313725490196
4056,96ea2dc952be.wav,тем не менее тема моего васту,тем не менее тема моего выступления,0.1666666666666666,0.2
4057,96ec0c8e5197.wav,работало бы это так,работало бы это так,0.0,0.0
4058,96eeb7390975.wav,и вот тралибус поднимается нанчка в мост,и вот троллейбус поднимается на аничков мост,0.4285714285714285,0.2045454545454545
4059,96f2b3066aa3.wav,если вы знаете когда экзамен ва успеете хоть как то подготови,если вы знаете когда экзамен вы успеете хоть как то подготовиться,0.1818181818181818,0.0769230769230769
4060,96fdbee0a172.wav,это происходит раз заразоны,это происходит раз за разом,0.4,0.1111111111111111
4061,970d036817ae.wav,чвось б этих карикатурах смешного,и понимать что в этих карикатурах смешного,0.5714285714285714,0.3095238095238095
4062,9712461ebc30.wav,там где его раньше не было,там где его раньше не было,0.0,0.0
4063,971e797c1146.wav,перед испытуемым помещался огромный цифер блат со стрелкой,перед испытуемым помещался огромный циферблат со стрелкой,0.2857142857142857,0.0175438596491228
4064,97222668a7ea.wav,коррегирует снатали палный из графа нулина,коррегирует с натальей павловной из графа нулина,0.4285714285714285,0.1666666666666666
4065,97250f945712.wav,определенную роль начинает играть нашими кробы,определённую роль начинают играть наши микробы,0.6666666666666666,0.0869565217391304
4066,9734a22c508e.wav,приезжаю сейчас каждый год летом,и приезжаю сейчас каждый год летом,0.1666666666666666,0.0588235294117647
4067,973b038a7a02.wav,признается в основном ненаучном,признаётся в основном ненаучным,0.5,0.064516129032258
4068,973e6617ec1d.wav,просто вот увидели вот наглядно прямо щутили рядом с собой,они просто увидели наглядно ощутили рядом с собой,0.625,0.3469387755102041
4069,974176799881.wav,зачем же она устраиваеть себе это каждый вечер,зачем же она устраивает себе это каждый вечер,0.125,0.0222222222222222
4070,974e2cc7df28.wav,начет в любом телевизионом шел чаек который пытается разоблачать враньо,значит в любом телевизионном шоу человек который пытается разоблачать враньё,0.5,0.131578947368421
4071,9752ee034912.wav,подумва делемню птам в город,потом в деревню потом в город,0.6666666666666666,0.2758620689655172
4072,975bbb4641f6.wav,пароему спросто не тгоняем наскольк,порой мы просто не понимаем,1.0,0.6296296296296297
4073,975c00308bf6.wav,гримеские испытаний специальный диеты,клинические испытания специальные диеты,0.75,0.1794871794871795
4074,975cbab56d25.wav,больше чем просто быть с фабрикой по созданию новых членов общества,больше чем просто быть фабрикой по созданию новых членов общества,0.1,0.0307692307692307
4075,97798e503c41.wav,таким образом если вы живете в ти на театре исмотрите все навины,таким образом если вы живёте в кинотеатре и смотрите все новинки,0.5454545454545454,0.140625
4076,977c24d09a42.wav,ну я же могу тайным усилие мозго скорректировать этот путь,но я же могу тайным усилием мозга скорректировать этот путь,0.3,0.0508474576271186
4077,977f1e0a139c.wav,кончается один вестибальтут же начинается другой,кончается один фестиваль тут же начинается другой,0.2857142857142857,0.0612244897959183
4078,9784b5ef57ae.wav,говоря тюльма тюльма а никакая не свобода,короче говоря тюрьма тюрьма а никакая не свобода,0.375,0.1875
4079,9793c293e2d9.wav,вспитанием другим образованием обычаями традиции культуры,другим воспитанием другим образованием обычаями традицией культурой,0.5714285714285714,0.1791044776119403
4080,979983841430.wav,это метания продолжается и продолжается и продолжается и продолжается,это метание продолжается и продолжается и продолжается и продолжается,0.1111111111111111,0.0144927536231884
4081,979b7930ee46.wav,общениям превращается в управление люзьми в постре,управление общением превращается в управление людьми,0.8333333333333334,0.4230769230769231
4082,97a2cf7f6e74.wav,ну от название доклада там написано,ну вот название доклада там написано,0.1666666666666666,0.0277777777777777
4083,97a39142c9aa.wav,корректирующие твоерцело,корректирующие твой рацион,0.6666666666666666,0.2307692307692307
4084,97aa36452ce6.wav,с годами это становится даже трогательно,с годами это становится даже трогательно,0.0,0.0
4085,97ad90e82a1b.wav,только на йти ресурса нашего зала только в понедельнык,только на эти ресурсы нашего зала только в понедельник,0.3333333333333333,0.0555555555555555
4086,97b7a0fbb694.wav,все знайте нассандрей,все знаете на самом деле,0.8,0.375
4087,97c086d4c745.wav,и вот несколько человек из центроплеативной помощь иметь,и вот несколько человек из центра паллиативной помощи медики,0.4444444444444444,0.1833333333333333
4088,97c8a5d31cc5.wav,глубинное восприятие развивало творческие способности,глубинное восприятие развивало творческие способности,0.0,0.0
4089,97d96f403f50.wav,обратите внимание что в этой ситуации,и обратите внимание что в этой ситуации,0.1428571428571428,0.0512820512820512
4090,97dcd5ad2edc.wav,итак если бысмотрить мюрко американское экено н,итак если вы смотрите не только американское кино,0.75,0.2857142857142857
4091,97f66dd85f90.wav,расказуем расписанием автогуса особенно зимой,с непредсказуемым расписанием автобусов особенно зимой,0.5,0.2222222222222222
4092,9812b0fc23e9.wav,сренистистический горожанин пылу,среднестатистический горожанин,1.0,0.3
4093,9819984cbeec.wav,пригласитех на вечеринку,пригласить их на вечеринку,0.5,0.1153846153846153
4094,981a6ad3e5b2.wav,который сводит мне с ума,который сводит меня с ума,0.2,0.08
4095,982be5da839f.wav,кат на негатие,как на негативе,0.6666666666666666,0.1333333333333333
4096,9839f8aafa7b.wav,и в результате люди начинают покупатели ныебренды пользо,в результате люди начинают покупать те или иные бренды,0.6666666666666666,0.2962962962962963
4097,98442ea3884a.wav,именоведет ли задается он вопросом кого-то и зпростецов это на мысль,и не наведёт ли задаётся он вопросом кого то из простецов на мысль,0.6153846153846154,0.1969696969696969
4098,986b13f5eb66.wav,на который я долго смотрел и в детствие когда не могла заснуть,на который я долго смотрела в детстве когда не могла заснуть,0.2727272727272727,0.05
4099,9873fab273eb.wav,твмнес петербурге такой мозт да на небснум проаспекте,есть в петербурге такой мост на невском проспекте,0.75,0.2857142857142857
4100,987b1177ba5a.wav,то же само что в больное сознание вести самый больной образ,это же то же самое что в больное сознание ввести самый больной образ,0.3076923076923077,0.1323529411764706
4101,98a75fe4447f.wav,спрочем о дамах я боюсь говорить,а впрочем о дамах я боюсь говорить,0.2857142857142857,0.088235294117647
4102,98b5f683a270.wav,тьяна скобко открывается русская душою сама не зная почему всуку,татьяна русская душою сама не зная почему,0.5714285714285714,0.6341463414634146
4103,98ba8c59865b.wav,она простав обработке и поэтому приятна,она проста в обработке и поэтому приятна,0.2857142857142857,0.025
4104,98beaebb0720.wav,если все понятно,если всё понятно,0.3333333333333333,0.0625
4105,98f5d677f5d6.wav,конечно для того чтобы было правильно для этого нужно время,конечно для того чтобы было правильно для этого нужно время,0.0,0.0
4106,98f797b91873.wav,я привлекла зиму дкобоютной ответственности за этот проект,я привлекла диму к обоюдной ответственности за этот проект,0.3333333333333333,0.0689655172413793
4107,98fb33b998ee.wav,предположим вот я в шесть нет никогда бы не смог представить,предположим я в шесть лет никогда бы не смог представить,0.2,0.0892857142857142
4108,990ec4c340d8.wav,тим бустрие-то происходит,тем быстрее это происходит,0.75,0.1923076923076923
4109,99127a57ee5d.wav,и вот в этот момент создается площадка на которой местный жители,и вот в этот момент создаётся площадка на которой местные жители,0.1818181818181818,0.03125
4110,99247066fc5f.wav,это класно,это классно,0.5,0.0909090909090909
4111,9928e1fc1594.wav,всякие фрушеты в это сессии звест нет ся чте но не обязательно,всякие фуршеты фотосессии звёзд нет совершенно не обязательно,1.0,0.2459016393442623
4112,99443aaf5d84.wav,я в сё еще например изчадия живув журнало,я всё ещё например исчадие живого журнала,0.8571428571428571,0.1951219512195122
4113,99472ffa2a73.wav,вразительный страшный неизбывный,метафоре выразительной страшной неизбывной,1.0,0.3095238095238095
4114,994a023a6fc1.wav,а ситуация похуже,а ситуация похожа,0.3333333333333333,0.1176470588235294
4115,994d1439366b.wav,я почитала,я посчитала,0.5,0.0909090909090909
4116,994d733a315c.wav,например ная гума сокциализм до середи на прушоввика считал стоже соболеваня,например гомосексуализм до середины прошлого века считался тоже заболеванием,1.0,0.3421052631578947
4117,99540cc1af0a.wav,та его любишь другого чужово изначальная,ты его любишь другого чужого изначально,0.5,0.1025641025641025
4118,995879395547.wav,на не служит п дется повеснице я,она не сможет подняться по лестнице,1.0,0.3714285714285714
4119,995d80bd0682.wav,из таких женщин который совершенно не подним,из таких женщин у которых совершенно не понимаешь,0.375,0.1632653061224489
4120,9960946012b9.wav,так свободный мы или нет,так свободны мы или нет,0.2,0.0434782608695652
4121,997c7c0653c4.wav,это  собственно все что я хотел сказать,это собственно всё что я хотел сказать,0.1428571428571428,0.0526315789473684
4122,997d518e40da.wav,я могу продолжать почти бесконеч,я могу продолжать почти бесконечно,0.2,0.0588235294117647
4123,998935001732.wav,но контроль над словом был намного более жестким чем контроль надоброс,но контроль над словом был намного более жёстким чем контроль над образом,0.25,0.0684931506849315
4124,9995e84a383a.wav,то как же обстоит дело с нашими братьями меньшими животными,то как же обстоит дело с нашими братьями меньшими животными,0.0,0.0
4125,999d25215cc7.wav,спортсмен вообще иди бускетбул,они спортсмены иди в баскетбол,0.8,0.5
4126,999d8b9fb4cc.wav,создание нек во архитектурног объекта,о вот этом создании некого архитектурного объекта,0.8571428571428571,0.3061224489795918
4127,99c14d6285f1.wav,сигнал реакции без какой-либо преграды,сигнал реакция без какой либо преграды,0.5,0.0526315789473684
4128,99c5a16d826d.wav,и вот она уходя я стандартвенному уже обе работлев хут,и вот она уходила мы уже обе работали в хосписе,0.6,0.5531914893617021
4129,99cc9bfa78b5.wav,умерла на глазах потому что школа должна создавать целного человека,она умерла на глазах потому что школа должна создавать цельного человека,0.1818181818181818,0.0694444444444444
